x,y,z,lat,lon,elevation
618332.414840255,4197186.557214182,700.0,37.91453206523313,-1.6538009325569902,705.41815
618332.414840255,4197214.473971282,700.0,37.914783610207216,-1.6537963475327944,698.4598
618332.414840255,4197242.390728382,700.0,37.915035155170024,-1.6537917624515266,695.90375
618332.414840255,4197270.307485483,700.0,37.915286700121605,-1.6537871773131871,693.24255
618332.414840255,4197298.224242583,700.0,37.91553824506192,-1.6537825921177758,690.63617
618332.414840255,4197326.140999683,700.0,37.91578978999098,-1.653778006865267,688.1392
618332.414840255,4197354.057756783,700.0,37.916041334908805,-1.6537734215557118,686.77136
618332.414840255,4197381.974513884,700.0,37.916292879815366,-1.6537688361890848,681.4941
618332.414840255,4197409.891270984,700.0,37.91654442471068,-1.6537642507653858,680.3546
618332.414840255,4197437.808028083,700.0,37.91679596959474,-1.6537596652845896,679.70966
618332.414840255,4197465.724785184,700.0,37.91704751446755,-1.6537550797467213,680.5536
618332.414840255,4197493.641542284,700.0,37.91729905932911,-1.6537504941517813,681.037
618332.414840255,4197521.558299384,700.0,37.91755060417941,-1.6537459084997697,681.62634
