x,y,z,lat,lon,elevation
618332.414840255,4194757.799346468,700.0,37.89264760942329,-1.654199611281325,657.7328
618332.414840255,4194785.716103569,700.0,37.892899155376085,-1.6541950312193798,659.2095
618332.414840255,4194813.632860669,700.0,37.89315070131764,-1.6541904511004388,660.56525
618332.414840255,4194841.549617769,700.0,37.893402247247934,-1.654185870924477,659.97345
618332.414840255,4194869.466374869,700.0,37.893653793167,-1.6541812906915196,655.9467
618332.414840255,4194897.383131969,700.0,37.893905339074784,-1.6541767104015668,655.97235
618332.414840255,4194925.299889069,700.0,37.89415688497134,-1.6541721300545928,656.26843
618332.414840255,4194953.216646169,700.0,37.89440843085666,-1.6541675496506236,657.3726
618332.414840255,4194981.13340327,700.0,37.89465997673071,-1.6541629691896331,659.6452
618332.414840255,4195009.05016037,700.0,37.89491152259352,-1.6541583886716218,662.8977
618332.414840255,4195036.96691747,700.0,37.895163068445086,-1.6541538080966147,664.9124
618332.414840255,4195064.88367457,700.0,37.8954146142854,-1.6541492274645868,665.0403
618332.414840255,4195092.800431671,700.0,37.89566616011446,-1.6541446467755634,663.9636
618332.414840255,4195120.717188771,700.0,37.895917705932284,-1.6541400660295191,663.2917
618332.414840255,4195148.63394587,700.0,37.89616925173884,-1.6541354852264536,662.6236
618332.414840255,4195176.5507029705,700.0,37.89642079753414,-1.6541309043663672,663.2603
618332.414840255,4195204.467460071,700.0,37.896672343318215,-1.6541263234492853,666.3457
618332.414840255,4195232.384217171,700.0,37.89692388909105,-1.6541217424751569,669.50226
618332.414840255,4195260.300974271,700.0,37.89717543485262,-1.6541171614440329,671.4588
618332.414840255,4195288.2177313715,700.0,37.89742698060294,-1.654112580355888,673.95984
618332.414840255,4195316.134488472,700.0,37.89767852634201,-1.6541079992107477,675.96906
618332.414840255,4195344.051245572,700.0,37.897930072069826,-1.6541034180085608,678.02014
618332.414840255,4195371.968002672,700.0,37.898181617786406,-1.654098836749353,681.918
618332.414840255,4195399.884759772,700.0,37.89843316349173,-1.6540942554331242,686.5994
618332.414840255,4195427.801516872,700.0,37.89868470918581,-1.6540896740598743,692.8369
618332.414840255,4195455.718273972,700.0,37.89893625486863,-1.6540850926296289,699.6872
618332.414840255,4195483.635031072,700.0,37.89918780054021,-1.6540805111423371,707.3197
618332.414840255,4195511.551788173,700.0,37.89943934620055,-1.6540759295980243,714.73706
618332.414840255,4195539.468545273,700.0,37.89969089184962,-1.6540713479966906,720.48145
618332.414840255,4195567.385302373,700.0,37.89994243748745,-1.6540667663383104,727.75214
618332.414840255,4195595.3020594735,700.0,37.90019398311403,-1.6540621846229346,735.07336
618332.414840255,4195623.218816574,700.0,37.900445528729364,-1.6540576028505125,741.7696
618332.414840255,4195651.135573673,700.0,37.90069707433345,-1.6540530210210693,754.83295
618332.414840255,4195679.052330773,700.0,37.900948619926275,-1.6540484391346053,761.57135
618332.414840255,4195706.969087874,700.0,37.90120016550787,-1.6540438571910947,769.1016
618332.414840255,4195734.885844974,700.0,37.901451711078195,-1.6540392751905633,776.51294
618332.414840255,4195762.802602074,700.0,37.90170325663728,-1.6540346931330108,784.4471
618332.414840255,4195790.719359174,700.0,37.90195480218511,-1.6540301110184117,792.3689
618332.414840255,4195818.636116275,700.0,37.9022063477217,-1.6540255288467918,799.5286
618332.414840255,4195846.552873375,700.0,37.90245789324705,-1.6540209466181255,804.9343
618332.414840255,4195874.469630475,700.0,37.902709438761136,-1.6540163643324381,803.1638
618332.414840255,4195902.3863875745,700.0,37.90296098426396,-1.6540117819897042,805.0227
618332.414840255,4195930.303144675,700.0,37.90321252975556,-1.6540071995899495,804.6497
618332.414840255,4195958.219901775,700.0,37.90346407523588,-1.6540026171331483,798.8702
618332.414840255,4195986.136658875,700.0,37.90371562070497,-1.6539980346193262,797.7354
618332.414840255,4196014.0534159755,700.0,37.90396716616283,-1.653993452048432,796.42426
618332.414840255,4196041.970173076,700.0,37.9042187116094,-1.6539888694205425,791.6962
618332.414840255,4196069.886930176,700.0,37.90447025704476,-1.6539842867355812,791.4889
618332.414840255,4196097.803687276,700.0,37.90472180246885,-1.6539797039935986,790.69025
618332.414840255,4196125.720444377,700.0,37.904973347881686,-1.6539751211945697,789.10956
618332.414840255,4196153.637201477,700.0,37.905224893283275,-1.6539705383384944,787.0013
618332.414840255,4196181.553958576,700.0,37.905476438673595,-1.6539659554253727,783.8596
618332.414840255,4196209.470715676,700.0,37.90572798405269,-1.65396137245523,780.1019
618332.414840255,4196237.387472777,700.0,37.905979529420534,-1.653956789428041,769.15875
618332.414840255,4196265.304229877,700.0,37.90623107477712,-1.65395220634378,761.8121
618332.414840255,4196293.220986977,700.0,37.90648262012245,-1.6539476232024979,753.70325
618332.414840255,4196321.1377440775,700.0,37.906734165456555,-1.6539430400041695,746.92065
618332.414840255,4196349.054501178,700.0,37.9069857107794,-1.6539384567487947,740.7275
618332.414840255,4196376.971258278,700.0,37.90723725609099,-1.6539338734363478,736.502
618332.414840255,4196404.888015378,700.0,37.90748880139133,-1.65392929006688,736.03125
618332.414840255,4196432.804772478,700.0,37.907740346680406,-1.653924706640366,736.924
618332.414840255,4196460.721529578,700.0,37.907991891958254,-1.65392012315678,738.2872
618332.414840255,4196488.638286678,700.0,37.90824343722484,-1.6539155396161476,738.109
618332.414840255,4196516.555043778,700.0,37.908494982480185,-1.6539109560184941,730.0376
618332.414840255,4196544.471800879,700.0,37.90874652772426,-1.6539063723637688,717.7522
618332.414840255,4196572.388557979,700.0,37.908998072957104,-1.6539017886519716,710.0978
618332.414840255,4196600.305315079,700.0,37.90924961817869,-1.6538972048831535,703.911
618332.414840255,4196628.222072179,700.0,37.90950116338903,-1.6538926210572635,699.80414
618332.414840255,4196656.13882928,700.0,37.90975270858812,-1.653888037174327,698.24976
618332.414840255,4196684.055586379,700.0,37.910004253775945,-1.6538834532343187,699.07245
618332.414840255,4196711.972343479,700.0,37.91025579895254,-1.653878869237264,695.883
618332.414840255,4196739.88910058,700.0,37.910507344117875,-1.6538742851831627,698.5826
618332.414840255,4196767.80585768,700.0,37.91075888927195,-1.6538697010719896,701.2614
618332.414840255,4196795.72261478,700.0,37.911010434414806,-1.6538651169037446,708.5167
618332.414840255,4196823.63937188,700.0,37.911261979546374,-1.6538605326784788,712.8424
618332.414840255,4196851.556128981,700.0,37.91151352466671,-1.6538559483961155,717.34436
618332.414840255,4196879.472886081,700.0,37.9117650697758,-1.6538513640567059,717.40924
618332.414840255,4196907.389643181,700.0,37.91201661487363,-1.6538467796602498,718.6672
618332.414840255,4196935.30640028,700.0,37.9122681599602,-1.6538421952067217,718.55334
618332.414840255,4196963.223157381,700.0,37.91251970503553,-1.653837610696122,717.59595
618332.414840255,4196991.139914481,700.0,37.91277125009961,-1.6538330261284502,716.2013
618332.414840255,4197019.056671581,700.0,37.913022795152436,-1.653828441503732,714.82745
618332.414840255,4197046.9734286815,700.0,37.913274340194015,-1.653823856821942,709.3707
618332.414840255,4197074.890185782,700.0,37.913525885224345,-1.6538192720830802,709.27295
618332.414840255,4197102.806942882,700.0,37.91377743024342,-1.6538146872871717,709.27655
618332.414840255,4197130.723699982,700.0,37.914028975251234,-1.6538101024341663,708.9351
618332.414840255,4197158.640457083,700.0,37.91428052024782,-1.6538055175241142,707.88184
