x,y,z
620792.792306234,4196951.813717632,537.0234719899837
620797.5625382216,4196940.932404453,539.4157964699251
620802.238802116,4196930.26544065,541.5588237362128
620806.8234635605,4196919.807429987,543.458770553969
620811.3188592917,4196909.553042162,545.1217905739488
620815.7272971366,4196899.497012824,546.5539743325415
620820.0510560147,4196889.6341435565,547.7613492517689
620824.292385938,4196879.959301892,548.7498796392858
620828.4535080099,4196870.467421296,549.5254666883815
620832.5366144254,4196861.153501183,550.0939484779773
620836.5438684721,4196852.012606908,550.4610999726284
620840.4774045288,4196843.039869765,550.6326330225231
620844.3393280669,4196834.230486994,550.6141963634833
620848.13171565,4196825.579721769,550.4113756169636
620851.8566149324,4196817.082903217,550.0296932900525
620855.5160446613,4196808.735426399,549.4746087754714
620859.1119946757,4196800.532752317,548.7515183515751
620862.6464259063,4196792.470407923,547.8657551823516
620866.1212703761,4196784.543986101,546.8225893174223
620869.5384311993,4196776.749145683,545.6272276920416
620872.8997825825,4196769.081611441,544.2848141270974
620876.2071698247,4196761.537174089,542.800429329111
620879.462409316,4196754.111690283,541.1790908902368
620882.6672885388,4196746.8010826195,539.4257532882625
620885.8235660675,4196739.601339638,537.5453078866091
620888.9329715683,4196732.508515821,535.5425829343308
620891.9972057994,4196725.518731591,533.4223435661152
620895.0179406111,4196718.628173312,531.1892918022832
620897.9968189449,4196711.833093291,528.8480665487886
620900.9354548352,4196705.129809777,526.403243597219
620903.8354334077,4196698.514706961,523.859335624795
620906.6983108803,4196691.984234972,521.2207921943707
620909.5256145627,4196685.534909887,518.491999754433
620912.3188428564,4196679.163313721,515.6772816391026
620915.0794652554,4196672.866094431,512.7808980681332
620917.808922345,4196666.639965915,509.8070461469119
620920.5086258028,4196660.481708016,506.759859866459
620923.179958398,4196654.388166518,503.6434101034281
620925.8242739919,4196648.356253144,500.46170462010593
620928.4428975377,4196642.382945563,497.21868806441273
620931.0371250808,4196636.465287381,493.91824196990194
620933.6082237583,4196630.600388148,490.5641847557602
620936.1574317992,4196624.785423357,487.16027172680776
620938.6859585242,4196619.017634443,483.71019507349746
620941.1949843465,4196613.29432878,480.2175838719162
620943.6856607709,4196607.612879687,476.6860040837835
620946.1591103938,4196601.970726423,473.11895855645275
620948.6164269045,4196596.365374189,469.51988702291
620951.0586750829,4196590.794394127,465.89216610177516
620953.4868908022,4196585.255423323,462.2391092973011
620955.9020810265,4196579.746164803,458.563966999374
620958.3052238121,4196574.264387538,454.86992648351327
620960.6972683078,4196568.807926434,451.1601119108717
620963.0791347534,4196563.374682346,447.4375843282355
620965.4517144811,4196557.962622068,443.70534166802383
620967.8158699153,4196552.569778333,439.96631874828927
620970.1724345719,4196547.194249823,436.2233872727177
620972.522213059,4196541.834201152,432.47935583062826
620974.8659810761,4196536.487862887,428.7369698969735
620977.2044854155,4196531.153531527,424.9989118323389
620979.5384439607,4196525.829569518,421.26780088294356
620981.8685456874,4196520.514405247,417.5461931806399
620984.1954506633,4196515.206533041,413.83658174291304
620986.5197900479,4196509.904513172,410.1413964728822
620988.8421660927,4196504.606971852,406.4630041592993
620991.163152141,4196499.312601234,402.8037084765497
620993.4832926284,4196494.020159414,399.16574998465205
620995.8031030819,4196488.72847043,395.5513061292583
620998.1230701207,4196483.436424261,391.96249124165365
621000.4436514562,4196478.142976828,388.4013565387566
621002.7652758912,4196472.847149995,384.86989012311886
621005.0883433206,4196467.548031566,381.3700169829255
621007.4132247316,4196462.244775288,377.9035989919947
621009.7402622028,4196456.936600849,374.47243490977826
621012.069768905,4196451.62279388,371.0782603813609
621014.4020291012,4196446.302705953,367.7227479374609
621016.7372981454,4196440.975754582,364.40750699442947
621019.0758024848,4196435.641423222,361.13408385425146
621021.4177396575,4196430.299261271,357.9039617045448
621023.7632782941,4196424.948884067,354.71856061856084
621026.1125581168,4196419.589972895,351.57923755518397
621028.46568994,4196414.222274975,348.48728635893207
621030.8227556698,4196408.845603473,345.44393775995616
621033.1838083045,4196403.4598374935,342.4503593740408
621035.5488719338,4196398.064922088,339.5076557026034
621037.9179417401,4196392.660868244,336.6168681326949
621040.290983997,4196387.2477528965,333.7789749369997
621042.6679360706,4196381.825718918,330.99489127383504
621045.0487064185,4196376.394975124,328.2654691871519
621047.4331745903,4196370.9557962725,325.59149760653395
621049.8211912282,4196365.508523062,322.97370234719904
621052.2125780651,4196360.053562135,320.41274610999733
621054.6071279269,4196354.591386074,317.9092284814127
621057.0046047305,4196349.122533405,315.4636859335625
621059.4047434861,4196343.647608592,313.07659182419695
621061.8072502941,4196338.167282046,310.74835639669993
621064.2118023485,4196332.682290115,308.47932678008834
621066.6180479337,4196327.193435094,306.2697869890123
621069.0256064275,4196321.701585215,304.1199579237555
621071.4340682982,4196316.207674653,302.02999737023475
