UTM_X,UTM_Y,elevation
618790.1921166000,4195882.5618605735,743.019897460938
618738.7319179468,4195861.2171468548,768.731323242188
618648.8887065228,4195768.2082573026,812.986694335938
618606.4942165792,4195724.0760385394,810.780822753906
618592.8383914374,4195687.3138995776,794.805969238281
