x,y,z,lat,lon,elevation
618332.414840255,4197549.475056484,700.0,37.91780214901848,-1.6537413227906603,681.05023
618362.182425833,4197549.475056484,700.0,37.91779827485205,-1.6534027453415305,681.4523
618391.9500114109,4197549.475056484,700.0,37.917794399711944,-1.6530641679573095,682.9225
618421.7175969888,4197549.475056484,700.0,37.91779052359813,-1.6527255906380225,685.12164
618451.4851825667,4197549.475056484,700.0,37.91778664651062,-1.6523870133836698,684.8003
618481.2527681447,4197549.475056484,700.0,37.917782768449406,-1.6520484361943022,686.4012
618511.0203537226,4197549.475056484,700.0,37.91777888941451,-1.6517098590698942,690.34
618540.7879393005,4197549.475056484,700.0,37.91777500940591,-1.6513712820104969,691.4599
618570.5555248784,4197549.475056484,700.0,37.91777112842362,-1.65103270501611,692.17566
618600.3231104563,4197549.475056484,700.0,37.917767246467626,-1.650694128086759,690.68866
618630.0906960343,4197549.475056484,700.0,37.91776336353794,-1.6503555512224442,691.0211
618659.8582816122,4197549.475056484,700.0,37.91775947963456,-1.650016974423216,692.0818
618689.6258671901,4197549.475056484,700.0,37.9177555947575,-1.649678397689024,692.80426
618719.393452768,4197549.475056484,700.0,37.91775170890674,-1.6493398210199697,693.7783
618749.161038346,4197549.475056484,700.0,37.91774782208229,-1.6490012444160023,692.1577
618778.9286239239,4197549.475056484,700.0,37.91774393428415,-1.6486626678771725,692.62463
618808.6962095018,4197549.475056484,700.0,37.917740045512325,-1.6483240914034807,693.79095
618838.4637950797,4197549.475056484,700.0,37.9177361557668,-1.6479855149949265,694.8846
618868.2313806576,4197549.475056484,700.0,37.91773226504758,-1.6476469386515864,695.94586
618897.9989662356,4197549.475056484,700.0,37.917728373354684,-1.6473083623734095,692.0152
618927.7665518135,4197549.475056484,700.0,37.9177244806881,-1.6469697861604722,692.5628
618957.5341373914,4197549.475056484,700.0,37.917720587047825,-1.6466312100127491,692.8766
618987.3017229693,4197549.475056484,700.0,37.91771669243387,-1.64629263393024,694.2971
619017.0693085473,4197549.475056484,700.0,37.917712796846224,-1.6459540579130212,695.11163
619046.8368941252,4197549.475056484,700.0,37.91770890028489,-1.6456154819610675,690.4056
