UTM_X,UTM_Y,elevation
620052.2794960538,4194818.0835300311,587.278503417969
620101.0456074212,4194931.2513048239,584.002197265625
620084.1538558858,4195299.4135143710,568.949279785156
620096.3609610846,4195536.3756928500,589.590209960938
620331.5865441854,4195774.1323372386,606.237976074219
621136.9588261116,4196179.0317504862,617.250854492188
621338.0664944520,4196315.0655873744,611.075805664062
621491.7319348285,4196485.9810267854,608.339721679688
621668.1909949608,4196736.8143347129,590.216613769531
621846.0524507224,4196953.2966139149,576.233276367188
621852.4872843890,4196953.0541239977,577.265930175781
622126.1127596290,4197212.4358923612,558.971069335938
622474.0736551466,4197614.2762721432,522.84765625
