x,y,z,t
619547.6020257953,4195457.120545086,566.0492545348617,4240955.043561342
619549.7005074767,4195453.508555827,569.2388826696625,4240951.776883616
619551.9718325894,4195449.599061651,572.0995261746918,4240948.241144688
619554.4081168525,4195445.405633294,574.6427864455728,4240944.448618319
619557.0016049878,4195440.941619444,576.880095929749,4240940.411377459
619559.7446707209,4195436.220146746,578.8227181264855,4240936.141294239
619562.629816781,4195431.254119798,580.4817475868684,4240931.650039965
619565.649674901,4195426.05622115,581.8681099138048,4240926.949085121
619568.7970058166,4195420.63891131,582.9925617620231,4240922.04969936
619572.0646992667,4195415.014428738,583.8656908380723,4240916.962951503
619575.4457739948,4195409.194789847,584.4979159003229,4240911.699709537
619578.933377747,4195403.191789009,584.8994867589665,4240906.270640617
619582.5207872734,4195397.016998543,585.0804842760156,4240900.686211054
619586.2014083269,4195390.681768729,585.0508203653039,4240894.956686323
619589.9687756645,4195384.197227797,584.8202379924863,4240889.092131054
619593.816553046,4195377.574281932,584.3983111750385,4240883.102409039
619597.7385332355,4195370.823615273,583.7944449822577,4240876.997183224
619601.728638,4195363.955689915,583.0178755352617,4240870.78591571
619605.7809181099,4195356.980745906,582.0776700069897,4240864.477867755
619609.8895533392,4195349.908801246,580.9827266222019,4240858.082099768
619614.0488524652,4195342.749651895,579.7417746574794,4240851.607471319
619618.2532532692,4195335.51287176,578.3633744412249,4240845.062641122
619622.4973225353,4195328.207812706,576.8559173536615,4240838.456067054
619626.7757560513,4195320.8436045535,575.2276258268344,4240831.79600614
619631.0833786086,4195313.429155074,573.4865533446084,4240825.090514563
619635.4151440017,4195305.973149995,571.6405844426711,4240818.347447661
619639.7661350291,4195298.484052999,569.6974347085298,4240811.574459924
619644.1315634925,4195290.970105719,567.6646507815134,4240804.779005001
619648.5067701966,4195283.439327746,565.5496103527722,4240797.968335697
619652.8872249499,4195275.899516624,563.359522165277,4240791.149503974
619657.2685265652,4195268.35824785,561.1014260138203,4240784.329360952
619661.646402857,4195260.822874878,558.782192745015,4240777.514556912
619666.0167106448,4195253.300529113,556.4085242572958,4240770.711541294
619670.375435751,4195245.798119915,553.9869535009178,4240763.9265626995
619674.7186930012,4195238.3223346,551.5238444779579,4240757.165668895
619679.0427262248,4195230.879638436,549.0253922423135,4240750.434706807
619683.3439082543,4195223.476274646,546.4976228997035,4240743.739322531
619687.6187409264,4195216.118264408,543.9463936076675,4240737.084961326
619691.8638550802,4195208.811406853,541.3773925755665,4240730.476867622
619696.0760105591,4195201.561279066,538.7961390645821,4240723.920085013
619700.2520962097,4195194.373236087,536.2079833877181,4240717.419456269
619704.389129882,4195187.25241091,533.618106909798,4240710.979623327
619708.4842584294,4195180.203714483,531.0315220474675,4240704.605027303
619712.5347577089,4195173.23183571,528.4530722691926,4240698.299908483
619716.5380325806,4195166.341241444,525.8874320952609,4240692.06830633
619720.4916169089,4195159.536176499,523.3391070977807,4240685.914059483
619724.3931735606,4195152.8206636375,520.812433900682,4240679.840805765
619728.2404944068,4195146.198503579,518.311580179715,4240673.8519821735
619732.0315003213,4195139.673274998,515.8405446624516,4240667.95082489
619735.7642411822,4195133.24833452,513.403157128285,4240662.140369277
619739.4368958706,4195126.926816726,511.00307840842885,4240656.423449884
619743.0477722707,4195120.711634154,508.6438003859183,4240650.802700444
619746.595307271,4195114.605477292,506.32864599560924,4240645.280553875
619750.0780667628,4195108.610814585,504.06076922417935,4240639.8592422865
619753.4947456408,4195102.729892432,501.84315511012636,4240634.540796975
619756.8441678036,4195096.964735183,499.6786197437701,4240629.327048426
619760.1252861533,4195091.317145145,497.569810267251,4240624.219626315
619763.3371825948,4195085.78870258,495.51920487453043,4240619.219959516
619766.479068037,4195080.380765703,493.52911281139114,4240614.3292760905
619769.5502823923,4195075.094470683,491.6016743754369,4240609.548603295
619772.5502945763,4195069.93073164,489.73886091609245,4240604.878767582
619775.478702508,4195064.890240655,487.94247483460384,4240600.320394597
619778.3352331102,4195059.97346776,486.214149584038,4240595.873909189
619781.1197423086,4195055.180660938,484.55534966928315,4240591.5395353995
619783.8322150331,4195050.511846131,482.96737064704826,4240587.317296466
619786.4727652166,4195045.966827231,481.45133912586374,4240583.207014829
619789.0416357951,4195041.545186089,480.008212766081,4240579.208312128
619791.5391987091,4195037.246282506,478.6387802798724,4240575.320609199
619793.9659549014,4195033.069254239,477.3436614312315,4240571.543126085
619796.322534319,4195029.013016998,476.12330703597286,4240567.874882023
619798.6096959121,4195025.076264448,474.9779989617323,4240564.314695454
619800.8283276346,4195021.2574682105,473.90785012796675,4240560.861184023
619802.9794464433,4195017.554877856,472.91280450595383,4240557.512764574
619805.0641982991,4195013.966520913,471.9926371187926,4240554.267653154
619807.0838581657,4195010.490202864,471.14695404140326,4240551.123865014
619809.039830011,4195007.123507142,470.37519240052677,4240548.079214604
619810.9336468058,4195003.863795142,469.6766203747256,4240545.131315582
619812.7669705244,4195000.708206204,469.05033719438285,4240542.277580806
619814.5415921451,4194997.653657627,468.49527314170314,4240539.515222336
619816.2594316487,4194994.696844664,468.01018955071197,4240536.841251435
619817.9225380204,4194991.834240523,467.5936788072558,4240534.2524785735
619819.5330892482,4194989.062096364,467.2441643490024,4240531.7455134215
619821.0933923239,4194986.376441302,466.9599006654405,4240529.316764852
619822.6058832428,4194983.773082405,466.7389732978801,4240526.962440941
619824.0731270032,4194981.2476047,466.579298839452,4240524.678548968
619825.4978176075,4194978.79537116,466.4786249351083,4240522.460895415
619826.882778061,4194976.41152272,466.4345302816222,4240520.30508597
619828.2309603727,4194974.090978265,466.4444246275877,4240518.206525517
619829.5454455555,4194971.828434635,466.5055487734204,4240516.160418147
619830.8294436244,4194969.618366624,466.61497457135647,4240514.161767154
619832.0862935995,4194967.455026981,466.76960492545345,4240512.2053750325
619833.3194635032,4194965.33244641,466.96617379159,4240510.285843481
619834.5325503619,4194963.244433566,467.2012461774658,4240508.397573399
619835.7292802057,4194961.184575059,467.47121814260134,4240506.534764887
619836.913508067,4194959.146235458,467.77231679833875,4240504.691417253
619838.0892179831,4194957.122557278,468.1006003078408,4240502.8613289995
619839.2605229936,4194955.106460995,468.4519578860916,4240501.038097842
619840.4316651424,4194953.090645036,468.8221097998961,4240499.215120687
619841.6070154764,4194951.067585783,469.2066073678807,4240497.3855936555
619842.7910740458,4194949.0295375725,469.60083296049254,4240495.542512065
