x,y,SAMPLE_1
618058.4699979578,4198221.5174316326,780.040710449219
618098.7910014041,4197874.9708344210,743.076232910156
618003.2347007968,4197384.0212025875,777.103149414062
617816.5353547892,4196883.4146291995,833.420166015625
617579.3883206412,4196522.4963789163,905.612182617188
617081.5276464922,4196005.9626080031,979.237426757812
