UTM_X,UTM_Y,elevation
619132.6683379650,4196535.1418303708,821.889892578125
619133.9585418466,4196446.3754111547,792.0673828125
619135.2487224285,4196357.6090033576,762.052490234375
619136.5388797098,4196268.8426069841,707.404113769531
619137.8290136908,4196180.0762220314,678.239501953125
619139.1191243707,4196091.3098484995,669.464782714844
619140.4092117498,4196002.5434863893,677.983764648438
619141.6992758274,4195913.7771357009,688.194213867188
619142.9893166034,4195825.0107964324,696.200317382812
619144.2793340776,4195736.2444685856,698.564880371094
619145.5693282500,4195647.4781521605,671.697082519531
619146.8592991200,4195558.7118471572,651.247802734375
619148.1492466874,4195469.9455535719,648.497863769531
619149.4391709520,4195381.1792714084,645.443115234375
619150.7290719136,4195292.4130006665,638.491943359375
619152.0189495720,4195203.6467413437,632.347534179688
619153.3088039270,4195114.8804934407,624.783508300781
619154.5986349782,4195026.1142569594,616.922729492188
619155.8884427252,4194937.3480318990,616.110107421875
619157.1782271682,4194848.5818182575,616.310546875
619158.4679883067,4194759.8156160368,612.677368164062
619159.7577261402,4194671.0494252350,609.542358398438
619186.2135193006,4197690.1289566625,724.8359375
619187.5047882675,4197601.3623817135,706.437927246094
619188.7960339240,4197512.5958181834,683.692321777344
619190.0872562694,4197423.8292660769,663.628295898438
619191.3784553038,4197335.0627253922,650.62255859375
619192.6696310268,4197246.2961961282,637.932373046875
619193.9607834382,4197157.5296782861,637.03564453125
619195.2519125376,4197068.7631718656,654.619506835938
619196.5430183248,4196979.9966768669,681.723754882812
619197.8341007996,4196891.2301932890,729.568725585938
619199.1251599620,4196802.4637211328,769.372131347656
619200.4161958116,4196713.6972603966,840.451049804688
619201.7072083480,4196624.9308110820,834.775939941406
619202.9981975710,4196536.1643731892,808.225891113281
619204.2891634804,4196447.3979467172,782.899841308594
619205.5801060760,4196358.6315316651,747.647827148438
619206.8710253574,4196269.8651280338,709.373107910156
619208.1619213248,4196181.0987358242,672.406127929688
619209.4527939775,4196092.3323550336,664.940185546875
619210.7436433152,4196003.5659856638,675.229370117188
619212.0344693378,4195914.7996277157,697.406799316406
619213.3252720454,4195826.0332811866,715.367309570312
619214.6160514372,4195737.2669460783,723.885131835938
619215.9068075134,4195648.5006223898,692.37060546875
619217.1975402734,4195559.7343101222,656.559753417969
619218.4882497172,4195470.9680092735,643.271240234375
619219.7789358444,4195382.2017198456,634.69677734375
619221.0695986550,4195293.4354418367,631.473388671875
619222.3602381486,4195204.6691752477,625.449829101562
619223.6508543248,4195115.9029200785,621.384094238281
619224.9414471836,4195027.1366763283,613.154174804688
619226.2320167244,4194938.3704439979,612.907043457031
619227.5225629476,4194849.6042230865,613.382690429688
619228.8130858522,4194760.8380135959,612.469116210938
619230.1035854386,4194672.0718155233,608.451721191406
619256.5334770372,4197691.1521975482,722.206787109375
619257.8255082114,4197602.3856153488,710.880615234375
619259.1175160609,4197513.6190445693,686.220886230469
619260.4095005860,4197424.8524852116,664.117370605469
619261.7014617862,4197336.0859372746,648.1005859375
619262.9933996612,4197247.3194007585,637.088623046875
619264.2853142108,4197158.5528756632,629.294738769531
619265.5772054348,4197069.7863619886,642.385437011719
619266.8690733330,4196981.0198597340,663.504760742188
619268.1609179048,4196892.2533689011,696.751953125
619269.4527391506,4196803.4868894881,755.468505859375
619270.7445370696,4196714.7204214958,803.524047851562
619272.0363116618,4196625.9539649226,821.744506835938
619273.3280629268,4196537.1875197701,798.7578125
619274.6197908646,4196448.4210860385,773.322143554688
619275.9114954746,4196359.6546637267,736.71533203125
619277.2031767570,4196270.8882528339,707.469787597656
619278.4948347114,4196182.1218533618,672.385803222656
619279.7864693372,4196093.3554653088,661.58544921875
619281.0780806346,4196004.5890886756,674.10693359375
