x,y,z
620215.3700574535,4196621.588331664,622.5485885171765
620220.2675201759,4196611.389495833,624.7065648691243
620225.0101787217,4196601.513035581,626.4466436991614
620229.6074403577,4196591.939360527,627.7854538412078
620234.0684089917,4196582.649512023,628.7392186463226
620238.4018893277,4196573.625154508,629.3237617121225
620242.6163910202,4196564.8485668525,629.5545126121981
620246.7201328316,4196556.302633705,629.446512625531
620250.7210467875,4196547.970836828,629.0144204659108
620254.6267823303,4196539.837246466,628.2725180113512
620258.4447104778,4196531.886512669,627.2347160335077
620262.1819279769,4196524.103856649,625.9145599270952
620265.8452614594,4196516.475062129,624.3252354393039
620269.4412715988,4196508.986466679,622.4795743992165
620272.976257264,4196501.624953074,620.390060447225
620276.4562596765,4196494.37794063,618.0688347644476
620279.8870665655,4196487.233376554,615.5277018021466
620283.274216323,4196480.179727294,612.7781350111442
620286.6230021607,4196473.205969876,609.8312825712396
620289.9384762634,4196466.301583258,606.697973120626
620293.2254539477,4196459.456539676,603.3887214853086
620296.4885178143,4196452.661295982,599.9137344085198
620299.7320219066,4196445.906784998,596.2829162801373
620302.9600958641,4196439.184406859,592.5058748661006
620306.1766490792,4196432.48602036,588.5919270378282
620309.385374852,4196425.8039343,584.5501045016347
620312.589754547,4196419.130898832,580.3891595281466
620315.7930617479,4196412.460096805,576.1175706817205
620318.9983664129,4196405.785135112,571.7435485498597
620322.2085390314,4196399.100036035,567.2750414726311
620325.426254779,4196392.399228593,562.7197412720818
620328.6539976727,4196385.677539886,558.0850889816563
620331.8940647272,4196378.930186442,553.3782805756141
620335.1485701107,4196372.152765561,548.606272698445
620338.4194492989,4196365.341246668,543.7757883942878
620341.708463233,4196358.491962649,538.893322836346
620345.0172024737,4196351.601601204,533.9651490563058
620348.3470913568,4196344.667196191,528.9973236737517
620351.6993921497,4196337.686118972,523.9956926255843
620355.0752092061,4196330.65606976,518.9658968954378
620358.4754931227,4196323.575068962,513.9133782430956
620361.9010448934,4196316.441448531,508.8433849339083
620365.3525200667,4196309.253843303,503.7609774682098
620368.8304328988,4196302.011182354,498.67103431073485
620372.3351605121,4196294.712680337,493.57825762003597
620375.8669470483,4196287.357828832,488.4871789779
620379.4259078262,4196279.946387693,483.40216511876565
620383.0120334954,4196272.4783763895,478.32742365913964
620386.6251941927,4196264.954065359,473.2670088270139
620390.2651436988,4196257.373967348,468.2248271912835
620393.9315235915,4196249.738828759,463.20464339116177
620397.6238674037,4196242.049620998,458.2100858655988
620401.3416047774,4196234.3075318225,453.24465258269765
620405.0840656206,4196226.513956678,448.3117167691312
620408.8504842608,4196218.670490058,443.4145326395597
620412.6400036038,4196210.77891684,438.5562411260471
620416.4516792862,4196202.841203636,433.73987560747827
620420.2844838332,4196194.859490132,428.96836763897574
620424.137310813,4196186.836080444,424.24455268131715
620428.0089789922,4196178.77343446,419.57117583035125
620431.8982364936,4196170.674159181,414.9508975464159
620435.8037649484,4196162.541000074,410.3862993837543
620439.7241836546,4196154.376832414,405.8798897199322
620443.6580537318,4196146.184652633,401.43410948525457
620447.6038822758,4196137.967569662,397.0513378921831
620451.5601265158,4196129.728796281,392.7338981647526
620455.5251979688,4196121.471640464,388.48406326798795
620459.4974665963,4196113.199496723,384.30406163732147
620463.4752649583,4196104.9158374565,380.19608290800954
620467.456892371,4196096.624204295,376.16228364454946
620471.4406190603,4196088.328199444,372.2047930700967
620475.4246903191,4196080.031477038,368.3257187958816
620479.4073306622,4196071.737734474,364.5271525506261
620483.3867479817,4196063.450703772,360.81117590996143
620487.3611377027,4196055.17414291,357.1798660258442
620491.3286869396,4196046.911827174,353.6353013559738
620495.2875786511,4196038.667540505,350.1795673932093
620499.2359957952,4196030.445066843,346.81476239498625
620503.1721254865,4196022.248181475,343.5430031127337
620507.0941631502,4196014.080642379,340.36643052129114
620511.0003166783,4196005.946181574,337.2872155483255
620514.8888105857,4195997.848496459,334.30756480374794
620518.7578901651,4195989.791241166,331.42972630913073
620522.6058256428,4195981.778017902,328.65599522712455
620526.4309163343,4195973.812368296,325.98871959087523
620530.2314948004,4195965.897764749,323.43030603344044
620534.0059310022,4195958.037601772,320.983225517207
620537.7526364569,4195950.235187337,318.65001906330764
620541.470068393,4195942.493734226,316.43330348103774
620545.1567339072,4195934.81635137,314.33577709727297
620548.8111941188,4195927.2060352,312.36022548588517
620552.4320683255,4195919.665660991,310.5095271971603
620556.0180381592,4195912.197974212,308.7866594872148
620559.5678517418,4195904.805581863,307.1947040474127
620563.0803278405,4195897.49094383,305.7368527337824
620566.5543600231,4195890.256364231,304.4164132964339
620569.9889208154,4195883.103982752,303.2368151089755
620573.3830658533,4195876.035766006,302.2016148979307
620576.7359380429,4195869.053498869,301.3145024721554
620580.0467717119,4195862.158775832,300.5793064522549
