,UTM_X,UTM_Y,latitude,longitude,elevation
193,618283.0,4197584.415,37.91812340561235,-1.6542976318225744,686.14996
194,618283.0,4197599.07,37.91825545498036,-1.6542952254823555,686.14996
195,618283.0,4197613.725,37.91838750434527,-1.6542928191264374,687.2167
196,618283.0,4197628.38,37.918519553707085,-1.6542904127547948,689.6819
197,618283.0,4197643.035,37.9186516030658,-1.6542880063674275,689.6819
198,618283.0,4197657.69,37.91878365242141,-1.6542855999643356,693.1622
199,618283.0,4197672.345,37.918915701773926,-1.6542831935454934,693.1622
200,618283.0,4197687.0,37.919047751123344,-1.6542807871109522,697.1714
201,618298.435,4194756.0,37.892635813491296,-1.6545862627728127,664.1275
202,618298.435,4194770.655,37.892767863448164,-1.6545838591519173,661.52136
203,618298.435,4194785.31,37.892899913401905,-1.6545814555153227,662.4035
204,618298.435,4194799.965,37.893031963352584,-1.6545790518630288,662.4035
205,618298.435,4194814.62,37.89316401330014,-1.6545766481950357,662.9507
206,618298.435,4194829.275,37.89329606324459,-1.6545742445113178,662.9507
207,618298.435,4194843.93,37.89342811318595,-1.6545718408119263,662.60095
208,618298.435,4194858.585,37.893560163124214,-1.6545694370968103,661.80505
209,618298.435,4194873.24,37.893692213059374,-1.6545670333659694,661.80505
210,618298.435,4194887.895,37.89382426299143,-1.6545646296194547,661.1228
211,618298.435,4194902.55,37.89395631292039,-1.6545622258572155,661.1228
212,618298.435,4194917.205,37.89408836284625,-1.654559822079277,660.98535
213,618298.435,4194931.86,37.894220412769,-1.6545574182856393,658.19855
214,618298.435,4194946.515,37.89435246268868,-1.6545550144763024,659.3058
215,618298.435,4194961.17,37.89448451260523,-1.6545526106512407,661.0858
216,618298.435,4194975.825,37.89461656251869,-1.6545502068104798,661.0858
217,618298.435,4194990.48,37.89474861242907,-1.65454780295402,663.15155
218,618298.435,4195005.135,37.89488066233631,-1.6545453990818353,663.15155
219,618298.435,4195019.79,37.89501271224048,-1.6545429951939512,663.81274
220,618298.435,4195034.445,37.895144762141534,-1.6545405912903681,663.81274
221,618298.435,4195049.1,37.895276812039505,-1.6545381873710858,663.7791
222,618298.435,4195063.755,37.895408861934364,-1.6545357834360788,663.5485
223,618298.435,4195078.41,37.89554091182613,-1.6545333794853725,663.5485
224,618298.435,4195093.065,37.8956729617148,-1.6545309755189672,663.66675
225,618298.435,4195107.72,37.89580501160035,-1.654528571536837,663.66675
226,618298.435,4195122.375,37.895937061482826,-1.6545261675390077,663.2262
227,618298.435,4195137.03,37.89606911136217,-1.6545237635254793,662.78253
228,618298.435,4195151.685,37.89620116123845,-1.6545213594962513,662.78253
229,618298.435,4195166.34,37.89633321111161,-1.654518955451299,663.5793
230,618298.435,4195180.995,37.89646526098167,-1.6545165513906472,663.5793
231,618298.435,4195195.65,37.89659731084864,-1.654514147314271,666.22064
232,618298.435,4195210.305,37.896729360712506,-1.6545117432221954,666.22064
233,618298.435,4195224.96,37.896861410573266,-1.6545093391144208,669.22675
234,618298.435,4195239.615,37.89699346043095,-1.654506934990947,671.8547
235,618298.435,4195254.27,37.897125510285505,-1.6545045308517483,671.8547
236,618298.435,4195268.925,37.897257560136964,-1.654502126696825,674.0228
237,618298.435,4195283.58,37.897389609985325,-1.654499722526228,674.0228
238,618298.435,4195298.235,37.89752165983061,-1.654497318339906,676.6329
239,618298.435,4195312.89,37.89765370967276,-1.6544949141378853,676.6329
240,618298.435,4195327.545,37.89778575951183,-1.6544925099201395,679.1452
241,618298.435,4195342.2,37.8979178093478,-1.6544901056866947,682.215
242,618298.435,4195356.855,37.89804985918067,-1.6544877014375252,682.215
243,618298.435,4195371.51,37.89818190901042,-1.654485297172682,686.6279
244,618298.435,4195386.165,37.89831395883708,-1.6544828928920887,686.6279
245,618298.435,4195400.82,37.898446008660656,-1.6544804885958215,692.3553
246,618298.435,4195415.475,37.89857805848112,-1.6544780842838298,692.3553
247,618298.435,4195430.13,37.89871010829849,-1.6544756799561133,696.00073
248,618298.435,4195444.785,37.89884215811276,-1.6544732756127232,703.55304
249,618298.435,4195459.44,37.89897420792392,-1.6544708712535827,703.55304
250,618298.435,4195474.095,37.899106257731994,-1.6544684668787686,710.996
251,618298.435,4195488.75,37.89923830753695,-1.65446606248823,710.996
252,618298.435,4195503.405,37.89937035733883,-1.6544636580819665,717.58997
253,618298.435,4195518.06,37.899502407137575,-1.6544612536600038,723.2607
254,618298.435,4195532.715,37.89963445693325,-1.654458849222342,723.2607
255,618298.435,4195547.37,37.899766506725825,-1.6544564447689554,729.6507
256,618298.435,4195562.025,37.89989855651529,-1.6544540402998698,729.6507
257,618298.435,4195576.68,37.900030606301655,-1.6544516358150592,735.5601
258,618298.435,4195591.335,37.900162656084916,-1.6544492313145496,735.5601
259,618298.435,4195605.99,37.90029470586509,-1.6544468267983408,740.93665
260,618298.435,4195620.645,37.90042675564216,-1.6544444222664072,747.39026
261,618298.435,4195635.3,37.90055880541611,-1.654442017718749,747.39026
262,618298.435,4195649.955,37.900690855186994,-1.6544396131553918,753.64374
263,618298.435,4195664.61,37.90082290495476,-1.654437208576335,753.64374
264,618298.435,4195679.265,37.900954954719424,-1.6544348039815537,760.5824
265,618298.435,4195693.92,37.90108700448099,-1.6544323993710732,760.5824
266,618298.435,4195708.575,37.90121905423946,-1.6544299947448682,768.4576
267,618298.435,4195723.23,37.90135110399482,-1.6544275901029637,776.88525
268,618298.435,4195737.885,37.90148315374709,-1.6544251854453347,776.88525
269,618298.435,4195752.54,37.90161520349626,-1.6544227807720064,786.2281
270,618298.435,4195767.195,37.901747253242334,-1.6544203760829537,785.6289
271,618298.435,4195781.85,37.901879302985286,-1.6544179713782015,794.7958
272,618298.435,4195796.505,37.90201135272517,-1.6544155666577247,794.7958
273,618298.435,4195811.16,37.90214340246193,-1.6544131619215487,802.5893
274,618298.435,4195825.815,37.90227545219561,-1.654410757169648,808.2598
275,618298.435,4195840.47,37.90240750192616,-1.6544083524020226,808.2598
276,618298.435,4195855.125,37.90253955165364,-1.654405947618698,811.34125
277,618298.435,4195869.78,37.902671601377996,-1.6544035428196744,811.34125
278,618298.435,4195884.435,37.90280365109927,-1.654401138004926,812.22687
279,618298.435,4195899.09,37.90293570081743,-1.6543987331744783,812.22687
280,618298.435,4195913.745,37.9030677505325,-1.6543963283283059,811.3769
281,618298.435,4195928.4,37.90319980024447,-1.654393923466409,807.0753
282,618298.435,4195943.055,37.90333184995333,-1.6543915185888127,807.0753
283,618298.435,4195957.71,37.903463899659094,-1.654389113695492,804.09766
284,618298.435,4195972.365,37.903595949361765,-1.6543867087864719,804.09766
285,618298.435,4195987.02,37.903727999061324,-1.6543843038617272,801.92
286,618298.435,4196001.675,37.90386004875781,-1.654381898921283,800.2166
287,618298.435,4196016.33,37.90399209845116,-1.6543794939651146,800.2166
288,618298.435,4196030.985,37.904124148141435,-1.6543770889932212,797.6539
289,618298.435,4196045.64,37.90425619782859,-1.6543746840056288,797.6539
290,618298.435,4196060.295,37.904388247512664,-1.654372279002337,794.9329
291,618298.435,4196074.95,37.90452029719363,-1.6543698739832953,794.9329
292,618298.435,4196089.605,37.9046523468715,-1.6543674689485797,792.2565
293,618298.435,4196104.26,37.90478439654627,-1.654365063898114,789.18536
294,618298.435,4196118.915,37.90491644621793,-1.654362658831949,789.18536
295,618298.435,4196133.57,37.9050484958865,-1.6543602537500595,786.28937
296,618298.435,4196148.225,37.90518054555195,-1.6543578486524706,786.28937
297,618298.435,4196162.88,37.90531259521432,-1.6543554435391572,783.1632
298,618298.435,4196177.535,37.90544464487359,-1.6543530384101446,783.1632
299,618298.435,4196192.19,37.90557669452975,-1.6543506332654072,779.7659
300,618298.435,4196206.845,37.90570874418282,-1.654348228104945,775.41595
301,618298.435,4196221.5,37.90584079383277,-1.654345822928784,775.41595
302,618298.435,4196236.155,37.905972843479645,-1.654343417736898,769.82886
303,618298.435,4196250.81,37.906104893123405,-1.6543410125292874,769.82886
304,618298.435,4196265.465,37.906236942764075,-1.6543386073059778,762.83563
305,618298.435,4196280.12,37.906368992401646,-1.6543362020669432,762.83563
306,618298.435,4196294.775,37.906501042036105,-1.6543337968121843,754.44354
307,618298.435,4196309.43,37.90663309166747,-1.654331391541726,747.7507
308,618298.435,4196324.085,37.906765141295736,-1.6543289862555428,747.7507
309,618298.435,4196338.74,37.90689719092089,-1.6543265809536354,742.04694
310,618298.435,4196353.395,37.90702924054296,-1.6543241756360285,742.04694
311,618298.435,4196368.05,37.907161290161916,-1.654321770302697,738.80084
312,618298.435,4196382.705,37.90729333977779,-1.6543193649536407,738.48615
313,618298.435,4196397.36,37.907425389390546,-1.6543169595888854,738.48615
314,618298.435,4196412.015,37.907557439000215,-1.6543145542084052,739.93225
315,618298.435,4196426.67,37.90768948860677,-1.6543121488122006,738.7412
316,618298.435,4196441.325,37.90782153821022,-1.6543097434002967,739.9903
317,618298.435,4196455.98,37.9079535878106,-1.654307337972668,739.9903
318,618298.435,4196470.635,37.90808563740785,-1.6543049325293149,740.4279
319,618298.435,4196485.29,37.90821768700202,-1.654302527070237,738.99347
320,618298.435,4196499.945,37.90834973659307,-1.6543001215954598,738.99347
321,618298.435,4196514.6,37.90848178618104,-1.654297716104958,733.427
322,618298.435,4196529.255,37.908613835765905,-1.654295310598757,733.427
323,618298.435,4196543.91,37.90874588534767,-1.6542929050768058,726.6639
324,618298.435,4196558.565,37.90887793492633,-1.6542904995391554,726.6639
325,618298.435,4196573.22,37.909009984501886,-1.6542880939857805,719.5452
326,618298.435,4196587.875,37.909142034074335,-1.654285688416706,713.6688
327,618298.435,4196602.53,37.909274083643695,-1.6542832828318819,708.9152
328,618298.435,4196617.185,37.90940613320994,-1.6542808772313584,705.20264
329,618298.435,4196631.84,37.90953818277311,-1.65427847161511,705.20264
330,618298.435,4196646.495,37.90967023233316,-1.6542760659831626,704.792
331,618298.435,4196661.15,37.90980228189013,-1.654273660335465,704.792
332,618298.435,4196675.805,37.909934331443985,-1.6542712546720684,705.82874
333,618298.435,4196690.46,37.91006638099474,-1.654268848992947,708.0644
334,618298.435,4196705.115,37.9101984305424,-1.6542664432981262,708.0644
335,618298.435,4196719.77,37.910330480086955,-1.6542640375875555,710.28906
336,618298.435,4196734.425,37.91046252962841,-1.6542616318612857,710.28906
337,618298.435,4196749.08,37.91059457916677,-1.654259226119291,712.86774
338,618298.435,4196763.735,37.91072662870204,-1.6542568203615717,706.85693
339,618298.435,4196778.39,37.91085867823419,-1.6542544145881533,709.88666
340,618298.435,4196793.045,37.910990727763235,-1.6542520087989847,712.9489
341,618298.435,4196807.7,37.911122777289194,-1.6542496029941167,712.9489
342,618298.435,4196822.355,37.91125482681205,-1.6542471971735242,716.5443
343,618298.435,4196837.01,37.9113868763318,-1.6542447913372071,716.5443
344,618298.435,4196851.665,37.91151892584845,-1.6542423854851906,720.8156
345,618298.435,4196866.32,37.911650975362015,-1.6542399796174243,723.8612
346,618298.435,4196880.975,37.91178302487246,-1.6542375737339585,723.8612
347,618298.435,4196895.63,37.91191507437981,-1.6542351678347682,725.7203
348,618298.435,4196910.285,37.91204712388407,-1.6542327619198531,725.7203
349,618298.435,4196924.94,37.912179173385226,-1.6542303559892135,726.49426
350,618298.435,4196939.595,37.91231122288327,-1.6542279500428492,722.8129
351,618298.435,4196954.25,37.912443272378226,-1.6542255440807856,722.06793
352,618298.435,4196968.905,37.91257532187009,-1.654223138102972,720.828
353,618298.435,4196983.56,37.91270737135882,-1.654220732109459,720.828
354,618298.435,4196998.215,37.91283942084447,-1.6542183261002215,719.8436
355,618298.435,4197012.87,37.91297147032704,-1.6542159200752593,719.8436
356,618298.435,4197027.525,37.913103519806484,-1.6542135140345724,718.7446
357,618298.435,4197042.18,37.91323556928283,-1.6542111079781863,718.7446
358,618298.435,4197056.835,37.91336761875607,-1.65420870190605,718.3672
359,618298.435,4197071.49,37.91349966822623,-1.6542062958182147,718.23157
360,618298.435,4197086.145,37.913631717693264,-1.6542038897146292,718.23157
361,618298.435,4197100.8,37.913763767157214,-1.6542014835953445,713.71783
362,618298.435,4197115.455,37.913895816618066,-1.654199077460335,713.71783
363,618298.435,4197130.11,37.91402786607583,-1.654196671309601,713.51276
364,618298.435,4197144.765,37.914159915530455,-1.6541942651431423,713.51276
365,618298.435,4197159.42,37.914291964982006,-1.6541918589609588,712.2234
366,618298.435,4197174.075,37.91442401443045,-1.6541894527630763,710.2264
367,618298.435,4197188.73,37.91455606387581,-1.6541870465494435,710.2264
368,618298.435,4197203.385,37.91468811331803,-1.6541846403200862,707.3095
369,618298.435,4197218.04,37.914820162757195,-1.6541822340750296,707.3095
370,618298.435,4197232.695,37.91495221219323,-1.6541798278142483,704.09546
371,618298.435,4197247.35,37.91508426162616,-1.654177421537717,704.09546
372,618298.435,4197262.005,37.91521631105601,-1.6541750152454864,697.1459
373,618298.435,4197276.66,37.91534836048275,-1.654172608937531,694.4909
374,618298.435,4197291.315,37.915480409906415,-1.6541702026138512,694.4909
375,618298.435,4197305.97,37.91561245932694,-1.6541677962744212,691.8847
376,618298.435,4197320.625,37.91574450874439,-1.654165389919292,691.8847
377,618298.435,4197335.28,37.91587655815873,-1.6541629835484382,689.9787
378,618298.435,4197349.935,37.916008607569964,-1.6541605771618595,688.68854
379,618298.435,4197364.59,37.9161406569781,-1.6541581707595563,688.68854
380,618298.435,4197379.245,37.91627270638315,-1.6541557643415283,687.7195
381,618298.435,4197393.9,37.91640475578508,-1.6541533579077758,687.7195
382,618298.435,4197408.555,37.9165368051839,-1.6541509514583241,686.9965
383,618298.435,4197423.21,37.91666885457965,-1.6541485449931221,686.9965
384,618298.435,4197437.865,37.91680090397229,-1.6541461385121956,683.6963
385,618298.435,4197452.52,37.916932953361815,-1.6541437320155445,683.5671
386,618298.435,4197467.175,37.91706500274828,-1.6541413255031687,683.5671
