x,y,z,lat,lon,elevation
621309.1733980472,4194757.799346468,700.0,37.89225572591216,-1.620353707152032,580.25616
621309.1733980472,4194785.716103569,700.0,37.89250726833769,-1.62034901199281,573.8328
621309.1733980472,4194813.632860669,700.0,37.89275881075194,-1.6203443167751677,571.309
621309.1733980472,4194841.549617769,700.0,37.893010353154935,-1.6203396214990793,570.038
621309.1733980472,4194869.466374869,700.0,37.89326189554665,-1.6203349261645705,569.1241
621309.1733980472,4194897.383131969,700.0,37.89351343792709,-1.6203302307716159,568.52563
621309.1733980472,4194925.299889069,700.0,37.89376498029627,-1.6203255353202155,567.93506
621309.1733980472,4194953.216646169,700.0,37.89401652265418,-1.6203208398103692,567.12415
621309.1733980472,4194981.13340327,700.0,37.894268065000794,-1.620316144242077,566.3735
621309.1733980472,4195009.05016037,700.0,37.89451960733615,-1.6203114486153642,565.85754
621309.1733980472,4195036.96691747,700.0,37.894771149660244,-1.6203067529302058,565.1109
621309.1733980472,4195064.88367457,700.0,37.895022691973054,-1.620302057186576,563.55884
621309.1733980472,4195092.800431671,700.0,37.89527423427459,-1.6202973613845257,562.6202
621309.1733980472,4195120.717188771,700.0,37.89552577656486,-1.6202926655240295,561.5751
621309.1733980472,4195148.63394587,700.0,37.89577731884385,-1.6202879696050876,560.6369
621309.1733980472,4195176.5507029705,700.0,37.89602886111155,-1.6202832736276997,559.14996
621309.1733980472,4195204.467460071,700.0,37.89628040336802,-1.620278577591866,558.441
621309.1733980472,4195232.384217171,700.0,37.8965319456132,-1.6202738814975608,557.9075
621309.1733980472,4195260.300974271,700.0,37.8967834878471,-1.6202691853448354,557.5315
621309.1733980472,4195288.2177313715,700.0,37.89703503006973,-1.6202644891336386,557.0723
621309.1733980472,4195316.134488472,700.0,37.8972865722811,-1.6202597928640212,556.55634
621309.1733980472,4195344.051245572,700.0,37.89753811448117,-1.6202550965359328,554.0901
621309.1733980472,4195371.968002672,700.0,37.897789656669985,-1.6202504001493983,553.84247
621309.1733980472,4195399.884759772,700.0,37.89804119884753,-1.6202457037043925,553.3737
621309.1733980472,4195427.801516872,700.0,37.89829274101379,-1.620241007200941,552.894
621309.1733980472,4195455.718273972,700.0,37.89854428316879,-1.6202363106390434,552.2174
621309.1733980472,4195483.635031072,700.0,37.89879582531251,-1.6202316140187,551.3742
621309.1733980472,4195511.551788173,700.0,37.899047367444965,-1.6202269173398853,547.86566
621309.1733980472,4195539.468545273,700.0,37.89929890956614,-1.6202222206026249,546.79596
621309.1733980472,4195567.385302373,700.0,37.89955045167604,-1.620217523806893,545.3482
621309.1733980472,4195595.3020594735,700.0,37.89980199377467,-1.6202128269527152,544.0039
621309.1733980472,4195623.218816574,700.0,37.900053535862035,-1.6202081300400661,545.65796
621309.1733980472,4195651.135573673,700.0,37.90030507793812,-1.6202034330689712,547.1022
621309.1733980472,4195679.052330773,700.0,37.900556620002924,-1.620198736039405,548.2779
621309.1733980472,4195706.969087874,700.0,37.90080816205647,-1.6201940389513674,549.2516
621309.1733980472,4195734.885844974,700.0,37.901059704098735,-1.6201893418048838,550.14075
621309.1733980472,4195762.802602074,700.0,37.90131124612972,-1.6201846445999293,550.7485
621309.1733980472,4195790.719359174,700.0,37.901562788149434,-1.6201799473365286,551.3011
621309.1733980472,4195818.636116275,700.0,37.90181433015788,-1.6201752500146311,552.27875
621309.1733980472,4195846.552873375,700.0,37.90206587215507,-1.6201705526342878,552.19403
621309.1733980472,4195874.469630475,700.0,37.902317414140974,-1.6201658551954987,553.2941
621309.1733980472,4195902.3863875745,700.0,37.902568956115594,-1.620161157698213,554.9953
621309.1733980472,4195930.303144675,700.0,37.902820498078945,-1.620156460142481,562.1779
621309.1733980472,4195958.219901775,700.0,37.903072040031006,-1.6201517625282524,566.5186
621309.1733980472,4195986.136658875,700.0,37.903323581971826,-1.620147064855578,570.9356
621309.1733980472,4196014.0534159755,700.0,37.903575123901376,-1.6201423671244324,574.00415
621309.1733980472,4196041.970173076,700.0,37.90382666581963,-1.6201376693348153,578.31116
621309.1733980472,4196069.886930176,700.0,37.90407820772662,-1.6201329714867014,582.8405
621309.1733980472,4196097.803687276,700.0,37.904329749622335,-1.6201282735801419,588.64685
621309.1733980472,4196125.720444377,700.0,37.90458129150679,-1.620123575615111,594.677
621309.1733980472,4196153.637201477,700.0,37.904832833379935,-1.6201188775915831,601.4198
621309.1733980472,4196181.553958576,700.0,37.90508437524181,-1.6201141795096095,605.0888
621309.1733980472,4196209.470715676,700.0,37.90533591709244,-1.620109481369139,613.5789
621309.1733980472,4196237.387472777,700.0,37.905587458931784,-1.6201047831701973,614.79755
621309.1733980472,4196265.304229877,700.0,37.90583900075986,-1.6201000849127842,614.46124
621309.1733980472,4196293.220986977,700.0,37.90609054257665,-1.6200953865969,612.80817
621309.1733980472,4196321.1377440775,700.0,37.90634208438219,-1.6200906882225188,610.4147
621309.1733980472,4196349.054501178,700.0,37.90659362617644,-1.6200859897896664,608.7793
621309.1733980472,4196376.971258278,700.0,37.90684516795941,-1.6200812912983427,607.04443
621309.1733980472,4196404.888015378,700.0,37.907096709731114,-1.6200765927485221,604.48956
621309.1733980472,4196432.804772478,700.0,37.90734825149154,-1.6200718941402303,601.7102
621309.1733980472,4196460.721529578,700.0,37.90759979324069,-1.6200671954734671,599.48236
621309.1733980472,4196488.638286678,700.0,37.90785133497858,-1.6200624967482073,595.4577
621309.1733980472,4196516.555043778,700.0,37.90810287670518,-1.6200577979644761,590.29816
621309.1733980472,4196544.471800879,700.0,37.90835441842051,-1.6200530991222482,588.4303
621309.1733980472,4196572.388557979,700.0,37.908605960124575,-1.6200484002215234,587.8621
621309.1733980472,4196600.305315079,700.0,37.90885750181736,-1.6200437012623272,586.9538
621309.1733980472,4196628.222072179,700.0,37.90910904349887,-1.6200390022446345,585.74927
621309.1733980472,4196656.13882928,700.0,37.90936058516912,-1.6200343031684703,585.45984
621309.1733980472,4196684.055586379,700.0,37.909612126828065,-1.6200296040338094,581.66364
621309.1733980472,4196711.972343479,700.0,37.909863668475765,-1.6200249048406519,583.36584
621309.1733980472,4196739.88910058,700.0,37.910115210112174,-1.6200202055890227,586.6957
621309.1733980472,4196767.80585768,700.0,37.910366751737314,-1.6200155062788717,596.7082
621309.1733980472,4196795.72261478,700.0,37.910618293351185,-1.6200108069102492,603.44727
621309.1733980472,4196823.63937188,700.0,37.91086983495377,-1.6200061074831298,610.9851
621309.1733980472,4196851.556128981,700.0,37.9111213765451,-1.6200014079975393,616.02905
621309.1733980472,4196879.472886081,700.0,37.91137291812514,-1.6199967084534266,622.3928
621309.1733980472,4196907.389643181,700.0,37.91162445969391,-1.6199920088508424,626.83545
621309.1733980472,4196935.30640028,700.0,37.911876001251386,-1.619987309189736,628.49854
621309.1733980472,4196963.223157381,700.0,37.91212754279761,-1.6199826094701584,626.7415
621309.1733980472,4196991.139914481,700.0,37.912379084332564,-1.6199779096920586,623.73157
621309.1733980472,4197019.056671581,700.0,37.912630625856224,-1.6199732098554875,613.1312
621309.1733980472,4197046.9734286815,700.0,37.91288216736863,-1.6199685099603942,609.3871
621309.1733980472,4197074.890185782,700.0,37.91313370886975,-1.619963810006804,607.2867
621309.1733980472,4197102.806942882,700.0,37.9133852503596,-1.619959109994717,608.19574
621309.1733980472,4197130.723699982,700.0,37.913636791838165,-1.6199544099241334,608.75494
621309.1733980472,4197158.640457083,700.0,37.91388833330547,-1.619949709795053,607.3542
621309.1733980472,4197186.557214182,700.0,37.91413987476148,-1.619945009607476,598.1143
621309.1733980472,4197214.473971282,700.0,37.91439141620624,-1.6199403093613765,593.33136
621309.1733980472,4197242.390728382,700.0,37.914642957639714,-1.6199356090567805,587.0622
621309.1733980472,4197270.307485483,700.0,37.914894499061916,-1.6199309086936875,579.97656
621309.1733980472,4197298.224242583,700.0,37.915146040472834,-1.6199262082720725,573.44086
621309.1733980472,4197326.140999683,700.0,37.915397581872476,-1.6199215077919606,567.77716
621309.1733980472,4197354.057756783,700.0,37.91564912326086,-1.6199168072533519,558.6189
621309.1733980472,4197381.974513884,700.0,37.91590066463796,-1.619912106656221,557.1632
621309.1733980472,4197409.891270984,700.0,37.916152206003794,-1.619907406000568,556.7007
621309.1733980472,4197437.808028083,700.0,37.91640374735833,-1.6199027052864436,556.4319
621309.1733980472,4197465.724785184,700.0,37.9166552887016,-1.6198980045137716,556.015
621309.1733980472,4197493.641542284,700.0,37.916906830033604,-1.6198933036826029,555.5495
621309.1733980472,4197521.558299384,700.0,37.91715837135433,-1.6198886027929373,555.134
